Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman (Illustrator)",4.08,9780679785897,"'Fiction', 'Classics', 'Humor', 'Journalism', 'Novels', 'American', 'Literature', 'Contemporary', 'Travel', 'Comedy'",Paperback,204,Vintage Books,,298919,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569l/7745.jpg,5.69
The House of the Spirits,"Isabel Allende (Goodreads Author), Magda Bogin (Translator)",4.24,9780553383805,"'Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Fantasy', 'Spanish Literature', 'Literature', 'Historical', 'Novels', 'Latin American'",Paperback,448,Dial Press Trade Paperback,"'Deutscher Hörbuchpreis for Beste Fiktion (2011)', ""Prix du Grand Roman d'évasion (1984)""",189801,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358615501l/9328.jpg,3.32
The Complete Calvin and Hobbes,Bill Watterson,4.82,9780740748479,"'Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Classics', 'Graphic Novels Comics', 'Comic Strips', 'Childrens', 'Comic Book'",Hardcover,1456,Andrews McMeel Publishing,,34893,99.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473064526l/24812._SX318_.jpg,110.67
Roots: The Saga of an American Family,Alex Haley,4.43,9780440174646,"'Historical Fiction', 'Fiction', 'Classics', 'Historical', 'African American', 'Africa', 'Race', 'Literature', 'Audiobook', 'Novels'",Mass Market Paperback,729,Dell Publishing Company,"'ASJA Outstanding Book Award (1978)', 'Audie Award for Nonfiction (2008)', 'Premio Bancarella (1978)', 'National Book Critics Circle Award Nominee for General Nonfiction (1976)', 'Lillian Smith Book Award (1977)'",146094,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329398936l/546018.jpg,3.1
Misery,Stephen King (Goodreads Author),4.17,9780450417399,"'Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Novels', 'Adult', 'Mystery Thriller', 'Crime', 'Drama'",Paperback,370,New English Library,"'Bram Stoker Award for Best Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1988)'",498604,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220401l/10614.jpg,1.12
Howl's Moving Castle,Diana Wynne Jones,4.26,9780064410342,"'Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Magic', 'Middle Grade', 'Childrens', 'Adventure', 'Classics', 'Young Adult Fantasy'",Mass Market Paperback,329,Harper Trophy,"""Phoenix Award (Children's Literature Association) (2006)"", 'Boston Globe-Horn Book Award (1987)'",215856,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407450489l/6294.jpg,5.95
Stranger in a Strange Land,Robert A. Heinlein,3.92,9780441788385,"'Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Novels', 'Speculative Fiction', 'Philosophy', 'Religion', 'Audiobook'",Paperback,525,Ace,"'Hugo Award for Best Novel (1962)', 'Prometheus Hall of Fame Award (1987)'",275412,89.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1156897088l/350._SY475_.jpg,6.4
The Girl Who Kicked the Hornet's Nest,"Stieg Larsson, Reg Keeland (Translator)",4.22,9780307269997,"'Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Sweden', 'Audiobook'",Hardcover,566,Knopf,"'Glass Key Award (2008)', 'Audie Award for Thriller/Suspense (2011)', 'Goodreads Choice Award for Mystery & Thriller and Nominee for Favorite Book (2010)', 'LovelyBooks Leserpreis for Krimi (2009)'",645579,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260l/6892870.jpg,1.64
The Secret History,Donna Tartt,4.09,9781400031702,"'Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Thriller', 'Classics', 'Adult', 'Crime', 'Mystery Thriller', 'Novels'",Paperback,559,Vintage,"'Mekka-prijs (1994)', 'Prix des libraires du Québec for Lauréats hors Québec (1994)'",315296,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451554846l/29044.jpg,9.11
White Oleander,Janet Fitch (Goodreads Author),3.97,9780316182546,"'Fiction', 'Contemporary', 'Drama', 'Adult Fiction', 'Coming Of Age', 'Adult', 'Novels', 'Chick Lit', 'Literary Fiction', 'Young Adult'",Paperback,446,"Little, Brown and Company",,321703,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501159524l/32234._SY475_.jpg,4.89
Delirium,Lauren Oliver (Goodreads Author),3.97,9780061726835,"'Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Teen', 'Audiobook', 'Love', 'Post Apocalyptic'",Paperback,441,HarperCollins,"'Buxtehuder Bulle (2011)', ""Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013)"", 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book and for Goodreads Author (2011)', 'Missouri Gateway Readers Award Nominee (2014)'",416677,91.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411l/11614718.jpg,2.86
Othello,William Shakespeare,3.9,9780743477550,"'Classics', 'Plays', 'Fiction', 'Drama', 'School', 'Literature', 'Theatre', 'Read For School', 'Poetry', 'Tragedy'",Paperback,314,Simon Schuster,,315131,92.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795105l/12996._SY475_.jpg,6.76
Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow (Goodreads Author),4.42,9780975925591,"'Historical Fiction', 'Egypt', 'Fiction', 'Historical', 'Philosophy', 'Literature', 'Africa', 'Romance', 'Ancient History', 'Classics'",Paperback,301,Eio Books,,2317,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348371147l/6801755.jpg,8.08
Paper Towns,John Green (Goodreads Author),3.8,9780142414934,"'Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Mystery', 'Realistic Fiction', 'Teen', 'Coming Of Age', 'Adventure', 'Young Adult Contemporary'",Paperback,305,Speak,"""Anthony Award Nominee for Best Children's/Young Adult Novel (2009)"", 'Edgar Award for Best Young Adult (2009)', 'Rhode Island Teen Book Award Nominee (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2011)', 'The Inky Awards Nominee for Silver Inky (2009)', 'Lincoln Award Nominee (2011)', 'Bronzener Lufti (2010)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Missouri Gateway Readers Award Nominee (2011)', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2010)'",919337,89.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610l/6442769.jpg,1.61
The Vampire Lestat,Anne Rice,4.07,9780345476883,"'Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Gothic', 'Historical Fiction', 'Adult'",Paperback,481,Ballantine Books,"'Locus Award Nominee for Best Fantasy Novel (1986)', 'World Fantasy Award Nominee for Best Novel (1986)'",176682,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347515742l/43814.jpg,5.68
Speak,Laurie Halse Anderson (Goodreads Author),4.02,9780374311254,"'Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Teen', 'Mental Health', 'High School', 'Coming Of Age', 'School', 'Abuse'",Hardcover,224,"Farrar, Straus and Giroux (Byr)","'SCBWI Golden Kite Award for Fiction (1999)', 'Edgar Award Nominee for Best Young Adult (2000)', 'Michael L. Printz Award Nominee (2000)', 'South Carolina Book Award for Young Adult Book Award (2002)', 'Rhode Island Teen Book Award Nominee (2001)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2001)"", 'Evergreen Teen Book Award (2002)', 'Boston Globe-Horn Book Award (2000)', 'California Young Readers Medal Nominee for Young Adult (2003)', 'Lincoln Award Nominee (2005)', ""National Book Award Finalist for Young People's Literature (1999)"", 'Oklahoma Sequoyah Award for YA (2002)', 'Margaret A. Edwards Award (2009)'",484810,92.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298l/39280444.jpg,5.07
The Idiot,"Fyodor Dostoyevsky, Anna Brailovsky (Translator), Eva M. Martin (Translator), Constance Garnett (Translator), Martin Geeson (Narrator), Joseph Frank (Introduction)",4.18,9780679642428,"'Classics', 'Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', 'Philosophy', '19th Century', 'Classic Literature', 'Historical Fiction'",Paperback,667,Modern Library,,132551,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865902l/12505.jpg,5.46
King Lear,William Shakespeare,3.91,9780743482769,"'Classics', 'Plays', 'Drama', 'Fiction', 'School', 'Literature', 'Theatre', 'Poetry', 'Read For School', 'Tragedy'",Mass Market Paperback,338,Simon Schuster,,180662,91.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331563731l/12938.jpg,3.78
The Once and Future King,T.H. White,4.05,9780441627400,"'Fantasy', 'Classics', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Science Fiction Fantasy', 'Young Adult', 'Literature', 'Historical'",Mass Market Paperback,639,Ace,'Tähtifantasia Award Nominee (2019)',100326,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338741283l/43545._SY475_.jpg,2.66
I Know This Much Is True,Wally Lamb (Goodreads Author),4.19,9780060987565,"'Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Illness', 'Adult', 'Drama', 'Psychology', 'Literature'",Paperback,897,ReganBooks,"'Audie Award for Fiction, Unabridged (2000)'",289519,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373532198l/227711.jpg,2.94
Neverwhere,Neil Gaiman (Goodreads Author),4.17,9780060557812,"'Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction', 'Adventure', 'Horror', 'Adult', 'Young Adult'",Paperback,370,William Morrow Paperbacks,"'Mythopoeic Fantasy Award Nominee for Adult Literature (1998)', 'Prix Julia Verlanger (1999)'",429671,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943l/14497.jpg,4.66
Into the Wild,Jon Krakauer (Goodreads Author),3.99,9780385486804,"'Nonfiction', 'Biography', 'Travel', 'Adventure', 'Classics', 'Memoir', 'Nature', 'Biography Memoir', 'School', 'Survival'",Paperback,207,Anchor Books,'Washington State Book Award (1997)',878855,92.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403173986l/1845.jpg,3.75
Inkheart,"Cornelia Funke (Goodreads Author), Anthea Bell (Translator)",3.88,9780439709101,"'Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Magic', 'Books About Books', 'Young Adult Fantasy', 'Audiobook'",Paperback,563,Scholastic Paperbacks,"'Locus Award Nominee for Best Young Adult Book (2004)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (2004)"", 'Zilveren Griffel (2006)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse (2004)"", 'Nene Award (2009)', ""Flicker Tale Children's Book Award (2006)"", 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2004)', 'Phantastik-Preis der Stadt Wetzlar (2004)', 'Literaturpreis der Jury der jungen Leser for Kinderbuch (2004)'",369454,90.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538266636l/28194.jpg,3.52
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore (Goodreads Author),4.24,9780380813810,"'Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction'",Paperback,444,William Morrow / HarperCollins / Harper Perennial,,151087,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331419009l/28881.jpg,3.56
The Complete Sherlock Holmes,Arthur Conan Doyle,4.48,9780553328257,"'Classics', 'Mystery', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Literature', 'Mystery Thriller', 'Historical Fiction', 'Thriller'",Paperback,1796,Bantam Classics,'Audie Award for Classic (2014)',174295,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548271954l/188572.jpg,11.24
Candide,"Voltaire, Sara Gioacchino Corcos (Translator)",3.77,9780486266893,"'Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Humor', 'French Literature', 'School', '18th Century', 'Novels'",Paperback,129,Dover Publications,,219555,89.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345060082l/19380.jpg,1.45
James and the Giant Peach,"Roald Dahl, Quentin Blake (Illustrator)",4.02,9780375814242,"'Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Juvenile', 'Humor', 'Chapter Books'",Hardcover,146,Alfred A. Knopf,,378763,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586l/6689.jpg,5.4
Blood River: A Journey to Africa's Broken Heart,Tim Butcher (Goodreads Author),4.06,9780099494287,"'Travel', 'Nonfiction', 'Africa', 'History', 'Adventure', 'Memoir', 'Biography', 'Politics', 'Travelogue', 'Autobiography'",Paperback,363,Vintage,"'Ryszard Kapuściński Prize Nominee (2009)', 'Samuel Johnson Prize for Non-Fiction Nominee (2008)', 'Stanford Dolman Travel Book of the Year Nominee (2008)'",7554,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531681288l/2184798._SY475_.jpg,2.76
Paradise Lost,"John Milton, John Leonard (Editor, Contributor)",3.81,9780140424393,"'Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Fantasy', 'Philosophy', 'School', 'Classic Literature', 'Epic'",Paperback,453,Penguin Classics,'Ignatz Award Nominee for Outstanding Artist (2017)',136884,88.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526070678l/15997._SY475_.jpg,1.91
All Creatures Great and Small,James Herriot,4.32,9780312965785,"'Nonfiction', 'Animals', 'Memoir', 'Classics', 'Biography', 'Humor', 'Autobiography', 'Biography Memoir', 'British Literature', 'Audiobook'",Mass Market Paperback,437,St. Martin's Paperbacks,,114546,97.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607l/32085.jpg,2.63
The Complete Works,William Shakespeare,4.5,9780517053614,"'Classics', 'Poetry', 'Fiction', 'Plays', 'Drama', 'Literature', 'Reference', 'Theatre', 'Classic Literature', 'Historical Fiction'",Leather Bound,1248,Gramercy,,50163,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884293l/569564.jpg,4.44
The Thirteenth Tale,Diane Setterfield (Goodreads Author),3.97,9780743298025,"'Fiction', 'Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Adult', 'Historical', 'Fantasy', 'Book Club', 'Adult Fiction'",Hardcover,406,Atria Books,"'Dilys Award Nominee (2007)', 'ALA Alex Award (2007)', 'The Quill Award for Debut Author (2007)'",272208,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346267826l/40440.jpg,1.76
Foundation,Isaac Asimov,4.17,9780553803716,"'Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Space Opera', 'Novels', 'Space', 'Audiobook', 'Speculative Fiction'",Hardcover,244,Bantam,,409745,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846l/29579.jpg,15.29
Norwegian Wood,"Haruki Murakami, Jay Rubin (Translator)",4.03,9780375704024,"'Fiction', 'Japan', 'Romance', 'Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Asia', 'Magical Realism'",Paperback,296,Vintage Books,,347307,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924361l/11297.jpg,13.0
The Things They Carried,Tim O'Brien,4.13,9780767902892,"'Fiction', 'Historical Fiction', 'War', 'Classics', 'Short Stories', 'School', 'Historical', 'Military Fiction', 'Literature', 'Read For School'",Paperback,246,Broadway Books,"'Pulitzer Prize Nominee for Fiction (1991)', 'Chicago Tribune Heartland Prize for Fiction (1990)', 'Prix du Meilleur Livre Étranger for Roman (1990)', 'National Book Critics Circle Award Nominee for Fiction (1990)'",253046,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424663847l/133518.jpg,3.32
The Cider House Rules,John Irving (Goodreads Author),4.13,9780786226740,"'Fiction', 'Classics', 'Historical Fiction', 'Literature', 'Literary Fiction', 'Contemporary', 'Novels', 'American', 'Adult Fiction', 'Historical'",Hardcover,973,Thorndike Press,,161199,96.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519l/4687.jpg,5.14
Different Seasons,Stephen King (Goodreads Author),4.34,9780751514629,"'Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama', 'Classics', 'Suspense', 'Anthologies'",Mass Market Paperback,560,Warner Books,'World Fantasy Award Nominee for Best Anthology/Collection (1982)',176769,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329662611l/39662.jpg,3.11
Kafka on the Shore,"Haruki Murakami, Philip Gabriel (Translator)",4.13,9781400079278,"'Fiction', 'Magical Realism', 'Japan', 'Fantasy', 'Japanese Literature', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Asia'",Paperback,467,Vintage International,"'World Fantasy Award for Best Novel (2006)', 'Los Angeles Times Book Prize Nominee for Fiction (2005)', 'Independent Foreign Fiction Prize Nominee for Longlist (2006)', 'PEN Translation Prize for Philip Gabriel (2006)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2005)', 'Tähtifantasia Award (2010)', 'Βραβείο Βιβλίου Public for Μεταφρασμένο μυθιστόρημα της χρονιάς (Translator: Αργυρώ Μαντόγλου) (2016)'",305688,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429638085l/4929.jpg,8.22
Heidi,"Johanna Spyri, Beverly Cleary (Foreword), Angelo Rinaldi (Illustrator)",3.99,9780753454947,"'Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Juvenile', 'Childrens Classics', '19th Century'",Paperback,352,Kingfisher,,172541,93.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714l/93.jpg,2.49
"Are You There God? It's Me, Margaret",Judy Blume (Goodreads Author),3.9,9780689841583,"'Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Coming Of Age', 'Realistic Fiction', 'Contemporary', 'Banned Books', 'Juvenile'",Hardcover,149,Richard Jackson/Athaneum Books for Young Readers,"'Young Hoosier Book Award (1976)', 'Nene Award (1975)', ""North Dakota Children's Choice Award (1979)"", 'Golden Archer Award (1974)'",189270,92.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524l/37732.jpg,11.9
City of Lost Souls,Cassandra Clare (Goodreads Author),4.27,9781442416864,"'Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Urban Fantasy', 'Vampires', 'Angels', 'Fiction', 'Supernatural', 'Magic'",Hardcover,546,Margaret K. McElderry Books,'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012)',423962,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703l/8755776.jpg,5.26
Sophie's World,"Jostein Gaarder, Paulette Møller (Translator)",3.93,9781857993288,"'Philosophy', 'Fiction', 'Classics', 'Young Adult', 'Novels', 'Fantasy', 'Literature', 'Contemporary', 'Unfinished', 'Scandinavian Literature'",Paperback,403,Phoenix,"'Buxtehuder Bulle (1996)', 'Premio Bancarella (1995)', 'Deutscher Jugendliteraturpreis for Jugendbuch (1994)', 'Prix des libraires du Québec for Lauréats hors Québec (1996)', 'دار المنى', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (1997)', 'Premio San Clemente for Novela Estranxeira (1996)', ""Prime Minister of Pakistan's Award for Literature""",200234,91.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906l/10959.jpg,3.43
The Wise Man's Fear,Patrick Rothfuss (Goodreads Author),4.56,9780756404734,"'Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Adult', 'Epic'",Hardcover,994,DAW Books,"'Locus Award Nominee for Best Fantasy Novel (2012)', 'David Gemmell Legend Award for Best Fantasy Novel (2012)', 'Tähtifantasia Award Nominee (2016)', 'Goodreads Choice Award Nominee for Best Fantasy and for Favorite Book (2011)', 'Prix Elbakin.net for Meilleur roman fantasy traduit (2013)'",427730,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392l/1215032.jpg,16.37
The Awakening,Kate Chopin,3.65,9780543898081,"'Classics', 'Fiction', 'Feminism', 'School', 'Literature', 'Historical Fiction', 'Read For School', 'High School', 'American', '19th Century'",Paperback,195,Elibron Classics,,170636,85.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247l/58345._SY475_.jpg,10.36
Sophie's Choice,William Styron,4.18,9780679736370,"'Fiction', 'Classics', 'Historical Fiction', 'Holocaust', 'War', 'Historical', 'World War II', 'Literature', 'Novels', 'Literary Fiction'",Paperback,562,Vintage Books,"'National Book Award for Fiction (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1979)'",81708,94.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742l/228560.jpg,4.08
The Prince of Tides,Pat Conroy,4.24,9780553381542,"'Fiction', 'Classics', 'Southern', 'Romance', 'Contemporary', 'Literary Fiction', 'Literature', 'Drama', 'Novels', 'Adult Fiction'",Paperback,679,Dial Press Trade Paperback,,193840,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907l/16735.jpg,7.15
Never Let Me Go,Kazuo Ishiguro,3.82,9781400078776,"'Fiction', 'Science Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult', 'Romance', 'Literature', 'British Literature'",Paperback,288,Vintage Books,"'Booker Prize Nominee (2005)', 'Locus Award Nominee for Best SF Novel (2006)', 'Arthur C. Clarke Award Nominee (2006)', 'James Tait Black Memorial Prize Nominee for Fiction (2005)', 'ALA Alex Award (2006)', 'National Book Critics Circle Award Nominee for Fiction (2005)', 'Corine Internationaler Buchpreis for Belletristik (2006)', 'International Dublin Literary Award Nominee (2007)'",471423,89.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353048590l/6334.jpg,6.46
The Son of Neptune,Rick Riordan (Goodreads Author),4.43,9781423140597,"'Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology', 'Urban Fantasy', 'Childrens', 'Young Adult Fantasy'",Hardcover,513,Disney ● Hyperion Books,"""Buckeye Children's Book Award for 6-8 (2012)"", ""Goodreads Choice Award for Middle Grade & Children's and Nominee for Favorite Book (2011)""",412823,98.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114l/9520360._SY475_.jpg,6.42
Dead Until Dark,Charlaine Harris (Goodreads Author),3.96,9780441008537,"'Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Horror'",Mass Market Paperback,292,Ace Books,"'Locus Award Nominee for Best Fantasy Novel (2002)', 'Anthony Award for Best Paperback Original (2002)', 'Dilys Award Nominee (2002)', 'Agatha Award Nominee for Best Novel (2001)', 'Compton Crook Award Nominee (2002)'",495821,92.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853l/301082._SY475_.jpg,3.16
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,9780375508417,"'Fiction', 'Historical Fiction', 'LGBT', 'Classics', 'Chick Lit', 'Southern', 'Historical', 'Humor', 'Queer', 'Adult Fiction'",Hardcover,416,Random House,'Alabama Author Award for Fiction (1989)',265773,97.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740l/9375.jpg,16.54
Fifty Shades Darker,E.L. James (Goodreads Author),3.84,9781612130583,"'Romance', 'Erotica', 'Fiction', 'BDSM', 'Adult', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Erotic Romance', 'Adult Fiction'",Paperback,532,The Writer's Coffee Shop Publishing House,,745051,84.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266080l/11857408.jpg,6.33
Ready Player One,Ernest Cline (Goodreads Author),4.26,9780307887436,"'Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Cyberpunk', 'Novels'",Hardcover,374,Crown Publishers,"'Locus Award Nominee for Best First Novel (2012)', 'John W. Campbell Memorial Award Nominee (2012)', 'Prometheus Award for Best Novel (2012)', 'ALA Alex Award (2012)', 'Lincoln Award Nominee (2014)', 'Tähtivaeltaja Award Nominee (2013)', 'Mary Shelley Award for Outstanding Fictional Work (2016)', 'Goodreads Choice Award Nominee for Science Fiction and for Favorite Book (2011)', 'Green Mountain Book Award Nominee (2015)', 'Seiun Award 星雲賞 Nominee for Best Translated Novel (2015)'",860699,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500930947l/9969571._SY475_.jpg,16.53
Middlemarch,"George Eliot, Michel Faber (Introduction)",3.97,9780451529176,"'Classics', 'Fiction', 'Historical Fiction', 'Literature', '19th Century', 'Victorian', 'British Literature', 'Novels', 'Romance', 'Classic Literature'",Paperback,904,Signet,,135624,90.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771l/19089.jpg,5.49
The Monster at the End of this Book,"Jon Stone, Michael J. Smollin (Illustrator)",4.44,9780375829130,"'Picture Books', 'Childrens', 'Fiction', 'Humor', 'Classics', 'Monsters', 'Storytime', 'Kids', 'Juvenile', 'Fantasy'",Hardcover,32,Golden Books,,120014,95.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494l/44186.jpg,5.46
Bridget Jones's Diary,"Helen Fielding (Goodreads Author), Хелен Филдинг",3.78,9780140280098,"'Fiction', 'Chick Lit', 'Romance', 'Humor', 'Contemporary', 'Adult', 'Comedy', 'Adult Fiction', 'British Literature', 'Novels'",Paperback,288,Penguin Books,"'Audie Award for Solo Narration - Female (2000)', 'British Book of the Year (1998)'",881406,89.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558869586l/227443._SY475_.jpg,4.48
Mrs. Dalloway,"Virginia Woolf, Maureen Howard (Foreword)",3.79,9780151009985,"'Classics', 'Fiction', 'Literature', 'Novels', 'British Literature', 'Feminism', '20th Century', 'Literary Fiction', 'School', 'English Literature'",Hardcover,194,Houghton Mifflin Harcourt,,223466,87.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479336522l/14942._SY475_.jpg,1.33
